Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
QUINCY CHURCH,500745000,K-12 School,20 Church St.,17640,K-12 School,587843.4,0.3649,0.6351,,,,,,,92
Headquarters BFD,801020000,Fire Station,115 South Hampton St,62432,Fire Station,12698452,0.2715,0.7285,,,,,,,
QUINCY,305545000,K-12 School,885 Washington St.,212079,"Heated Swimming Pool, K-12 School",11806003.6,0.4824,0.5176,,,,,,,58
PHILBRICK,1806519000,K-12 School,40 Philbrick St.,20062,K-12 School,971755.9,0.2496,0.754,,,,,,,80
PERRY,702684000,K-12 School,745 E. Seventh St.,38774,K-12 School,1873215.8,0.1423,0.8577,,,,,,,88
PERKINS,700540000,K-12 School,50 Rev. Burke St.,28407,K-12 School,1483228.4,0.1875,0.8125,,,,,,,80
Pino Community Center,100524000,Social/Meeting Hall,86 Boardman St,11250,Social/Meeting Hall,640899.8,0.236,0.7694,,,,,,,
PARKMAN,1904771000,K-12 School,25 Walk Hill St.,39586,K-12 School,4257779.3,0.157,0.8943,,,,,,,26
Family Justice Center,2100410000,Social/Meeting Hall,989 Commonwealth Ave,35000,Social/Meeting Hall,2425733.7,0.5195,0.485,,,,,,,
SOUTH BOSTON HS,701079000,K-12 School,95 G St.,160270,K-12 School,14274350,0.125,0.8975,,,,,,,44
UMANA,103668000,K-12 School,312 Border St.,169000,"Heated Swimming Pool, K-12 School",20903796.1,0.719,0.9281,,,,,,,26
TYNAN,602270000,K-12 School,650 E. Fourth St.,120000,K-12 School,8305635.3,0.1956,0.844,,,,,,,57
TROTTER,1203275000,K-12 School,135 Humboldt Ave.,79600,K-12 School,4295332.1,0.2965,0.735,,,,,,,69
WHEATLEY,1200044000,K-12 School,20 Kearsarge Ave.,55351,K-12 School,2494038.7,0.1636,0.8364,,,,,,,90
DEVER/MCCORMACK,1303410000,K-12 School,325 Mt. Vernon St.,113400,K-12 School,9902123.5,0.1519,0.8481,,,,,,,39
TOBIN,1000014000,K-12 School,40 Smith St.,64091,K-12 School,3357730.4,0.135,0.865,,,,,,,84
TIMILTY,903337000,K-12 School,205 Roxbury St.,83120,K-12 School,726610.1,0.8866,0.1134,,,,,,,100
THOMPSON,1702514000,K-12 School,100 Maxwell St.,75508,K-12 School,3567927.7,0.298,0.792,,,,,,,85
TAYLOR,1703440000,K-12 School,1060 Morton St.,51389,K-12 School,1765860.7,0.2188,0.7812,,,,,,,95
WILSON,1704353000,K-12 School,18 Croftland Ave,97130,K-12 School,3538075,0.1683,0.8317,,,,,,,96
WINSHIP,2204864000,K-12 School,54 Dighton St.,41016,K-12 School,1912160.9,0.217,0.783,,,,,,,85
TAFT,2101240000,K-12 School,20 Warren St.,113199,K-12 School,5260838.3,0.1997,0.83,,,,,,,86
SUMNER,1903097000,K-12 School,15 Basile St.,49105,K-12 School,1278696.9,0.3258,0.6742,,,,,,,98
WINTHROP,1300476000,K-12 School,35 Brookford St.,43456,K-12 School,2379726.8,0.1436,0.8564,,,,,,,81
EGLESTON,1101465010,K-12 School,3134 Washington St,30000,K-12 School,134411.5,1,,,,,,,,100
EEC ROXBURY,1202935000,K-12 School,263 Blue Hill Ave.,35000,K-12 School,2460116.1,0.3462,0.6538,,,,,,,38
EEC MATTAPAN,1800513000,K-12 School,108 Babson St.,36820,K-12 School,2294118.6,0.3861,0.6139,,,,,,,46
SNOWDEN,501412000,K-12 School,150 Newbury St.,36400,K-12 School,2368059.2,0.274,0.726,,,,,,,54
LATIN ACADEMY,1201973000,K-12 School,205 Townsend St.,332366,K-12 School,13176344.7,0.286,0.7194,,,,,,,89
OTIS,106426000,K-12 School,218 Marion St.,35100,K-12 School,1399504.7,0.2115,0.7885,,,,,,,92
Ohrenberger School,2012032000,K-12 School,175 West Boundary Rd,111592,K-12 School,10548682.4,0.2644,0.7356,,,,,,,20
Engine 10,304102000,Fire Station,125 Purchase St,30052,Fire Station,5279290.1,0.333,0.6967,,,,,,,
MANNING,1902518000,K-12 School,130 Louders Ln.,22336,K-12 School,1327708.2,0.1844,0.8156,,,,,,,72
Franklin Park Greenhouse,1203487000,Other,190 Morton Street,30622,Other,8234018.3,0.432,0.7234,,0.2335,,,,,
Jamaica Pond Boat House (NA - does not report EUI),1902186000,Other - Recreation,507 Jamaicaway,100,Other - Recreation,253176.3,0.5825,0.4175,,,,,,,
William J. Devine Golf Course,1203486000,Other - Recreation,1 Circuit Drive,14000,Other - Recreation,2620415.5,0.195,0.6923,,0.1172,,,,,
LYON,2204028000,K-12 School,50 Beechcroft St.,13336,K-12 School,1067121.3,0.3534,0.6466,,,,,,,25
LYNDON,2006132000,K-12 School,170 Russett Rd.,24708,K-12 School,1201404.9,0.1958,0.842,,,,,,,84
LILLA FREDRICK,1400359000,K-12 School,264 Columbia Rd.,144008,K-12 School,9157377.2,0.448,0.5592,,,,,,,39
LEWIS,1201737000,K-12 School,131 Walnut Ave.,76220,K-12 School,2783262.7,0.1181,0.8819,,,,,,,97
Headquarters BPD,902771010,Police Station,1199 Tremont St,180000,Police Station,32049068.3,0.6262,0.3738,,,,,,,
Special Operations Police,1200907000,Police Station,3 Edgewood St,20000,Police Station,3041061.3,0.3111,0.6889,,,,,,,
A-01 Station,302626000,Police Station,40 NEW SUDBURY ST,37433,Police Station,5001986.2,0.4397,0.563,,,,,,,
D-04 Station,801170010,Police Station,650 Harrison Ave,27224,Police Station,7216950.9,0.3291,0.679,,,,,,,
E-13 Station,1102261000,Police Station,3347 Washington St,14750,Police Station,1962250.8,0.376,0.624,,,,,,,
Lewenberg,1405014000,K-12 School,20 Outlook Rd.,120944,K-12 School,5809747.8,0.1917,0.883,,,,,,,85
B-02 Station,1201261000,Police Station,2400 Washington St,34500,Police Station,4816036.4,0.3839,0.6161,,,,,,,
LEE,1402864000,K-12 School,155 Talbot Ave.,153460,"Heated Swimming Pool, K-12 School",7629322.5,0.3362,0.6638,,,,,,,79
High Pressure Station,305361005,Fire Station,117 Kneeland St,2500,Fire Station,89618.4,1,,,,,,,,
ORCHARD GARDENS,802110010,K-12 School,906 Albany St.,141872,K-12 School,10409715.6,0.4186,0.5814,,,,,,,27
MARSHALL,1500740000,K-12 School,35 Westville St.,141091,"Heated Swimming Pool, K-12 School",9023728,0.244,0.7956,,,,,,,78
MASON,800504000,K-12 School,150 Norfolk Ave.,27642,K-12 School,1631349.7,0.1368,0.8632,,,,,,,77
O'HEARN,1601228000,K-12 School,1669 Dorchester Ave.,30381,K-12 School,3460156.5,0.753,0.9247,,,,,,,25
O'DONNELL,102615000,K-12 School,33 Trenton St.,24648,K-12 School,1011979.1,0.1948,0.852,,,,,,,91
MURPHY,1600261000,K-12 School,1 Worrell St.,147548,"Heated Swimming Pool, K-12 School",12319775.3,0.183,0.8197,,,,,,,53
MP/ORC,902980000,K-12 School,75 Malcolm X Boulevard,909764,"Heated Swimming Pool, K-12 School",82720467.8,0.2583,0.7417,,,,,,,25
MOZART,2000931000,K-12 School,236 Beech St.,16248,K-12 School,1217903.1,0.147,0.8593,,,,,,,56
MISSION,1000598010,K-12 School,67 Alleghany St.,64400,K-12 School,4492035,0.279,0.7921,,,,,,,55
MILDRED,1800822000,K-12 School,Mildred Ave.,214093,"Heated Swimming Pool, K-12 School",12806116.4,0.5113,0.4887,,,,,,,47
MENDELL,1101416000,K-12 School,164 School St.,31892,K-12 School,1719191.7,0.175,0.8295,,,,,,,80
MCKINLEY ST MARYS,2100255000,K-12 School,50 St. Marys St.,17299,K-12 School,824811.2,0.1444,0.8556,,,,,,,88
MCKINLEY MILMORE,504312000,K-12 School,97 Peterborough St.,19819,K-12 School,1209152.5,0.1776,0.8224,,,,,,,70
MCKINLEY MACKEY,400212000,K-12 School,90 Warren Ave.,78258,K-12 School,4679541.3,0.1114,0.8886,,,,,,,78
MCKAY,103989000,K-12 School,122 Cottage St.,79082,K-12 School,2768239.4,0.314,0.6896,,,,,,,92
Special Operations Fire,2200965000,Fire Station,108 Holton Street,11500,Fire Station,3932047.5,0.2829,0.7171,,,,,,,
MATTAHUNT,1802340000,K-12 School,100 Hebron St.,171035,"Heated Swimming Pool, K-12 School",17261457.3,0.672,0.9328,,,,,,,48
MATHER,1500364000,K-12 School,24 Parish St.,76974,K-12 School,3051799.4,0.1673,0.8327,,,,,,,94
Engine 41,2100744000,Fire Station,460 Cambridge St,12696,Fire Station,1711205.1,0.359,0.6491,,,,,,,
Engine 48,1809015000,Fire Station,60 Fairmount Ave,16062,Fire Station,1603653.9,0.2672,0.7328,,,,,,,
Engine 55,2003043000,Fire Station,5115 WASHINGTON ST,17912,Fire Station,1021457.7,0.3826,0.6174,,,,,,,
Dudley Branch,1201180000,Library,65 Warren St,25933,Library,Not Available,,,,,,,,,
ELLIS,1202985000,K-12 School,302 Walnut Ave.,51123,K-12 School,2440847.8,0.1312,0.8688,,,,,,,89
CONDON,600312000,K-12 School,220 D St.,140426,"Heated Swimming Pool, K-12 School",9984925.6,0.4546,0.5454,,,,,,,38
Engine 18,1603096000,Fire Station,1884 Dorchester Ave,10800,Fire Station,737382.4,0.2585,0.366,,0.3755,,,,,
BPHC - Mattapan Campus,1800113100,Urgent Care/Clinic/Other Outpatient,249 River Street,107359,Urgent Care/Clinic/Other Outpatient,9331520.8,0.4664,0.5336,,,,,,,
CLEVELAND OLD,1501543000,K-12 School,9 Charles St.,80472,K-12 School,6418501.2,0.2399,0.761,,,,,,,37
Engine 17,1500363000,Fire Station,7 Parish St,10008,Fire Station,1326730.9,0.246,0.7954,,,,,,,
Engine 16,1703428000,Fire Station,9 Gallivan Boulevard,18060,Fire Station,951305,0.3619,0.6381,,,,,,,
BPHC - Northampton Campus,801720000,Other - Lodging/Residential,35 Northampton Street,477916,"Other - Lodging/Residential, Parking",13984873598,0.8,0.5,0.9987,,,,,,
Engine 14,802523000,Fire Station,174 Dudley St,13200,Fire Station,1117450.5,0.3374,0.6626,,,,,,,
ALIGHIERI,105723000,K-12 School,37 Gove St.,16948,K-12 School,892367.2,0.283,0.7917,,,,,,,100
Streetlighting Yard PWD,1405200000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",430 Canterbury St,9150,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",278867.8,1,,,,,,,,
Engine 09,105382000,Fire Station,239 Sumner St,18836,Fire Station,1563027,0.2763,0.7237,,,,,,,
Engine 54 (Seasonal - does not report EUI),107066000,Fire Station,Long Island Road,5000,Fire Station,Not Available,,,,,,,,,
Former Streetlighting Yard HQ,1102702003,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",327 Forest Hills Street,4320,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",77183.7,1,,,,,,,,
Strand Theatre,1301742000,Other,543 Columbia Rd,18000,Other,6607875,0.161,0.8399,,,,,,,
Engine 08,302072000,Fire Station,392 Hanover St,9926,Fire Station,1578129.9,0.1928,0.872,,,,,,,
CLEVELAND NEW,1501543000,K-12 School,11 Charles St.,91562,K-12 School,4644540.5,0.459,0.5491,,,,,,,60
Engine 07,501129000,Fire Station,200 Columbus Ave,11376,Fire Station,1184787,0.9616,0.384,,,,,,,
ELIOT,302104000,K-12 School,18 Charter St.,34603,K-12 School,3948558.2,0.949,0.951,,,,,,,22
Engine 20,1603905010,Fire Station,301 Neponset Ave,12000,Fire Station,1020928.7,0.2126,0.7874,,,,,,,
Engine 21,704006000,Fire Station,641 Columbia Rd,12000,Fire Station,746268.9,0.222,0.7978,,,,,,,
Engine 22,900523000,Fire Station,700 Tremont St,10500,Fire Station,560831,0.6433,0.3567,,,,,,,
Engine 32,201825000,Fire Station,525 Main St,10914,Fire Station,898006.3,0.3814,0.6186,,,,,,,
BLACKSTONE,900160000,K-12 School,380 Shawmut Ave.,194260,"Heated Swimming Pool, K-12 School",21647332.9,0.1146,0.8854,,,,,,,29
Engine 30,2005784000,Fire Station,1940 Centre St,9600,Fire Station,912095.6,0.3571,0.6429,,,,,,,
Engine 29,2102550000,Fire Station,138 Chestnut Hill Ave,11292,Fire Station,1859528.1,0.1589,0.8411,,,,,,,
English HS,1102600000,K-12 School,144 McBride St.,225560,K-12 School,18299426.1,0.911,0.989,,,,,,,55
Franklin Park Maintenance Shed,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,3600,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",38444.2,1,,,,,,,,
Franklin Park Ranger Office,1203486000,Office,Morton St and Canterbury St,1400,Office,181364.9,1,,,,,,,,1
CURLEY JM,1902069000,K-12 School,40 Pershing Rd.,34445,K-12 School,1962231.4,0.2755,0.7245,,,,,,,66
Engine 28,1901314000,Fire Station,746 Centre St,13424,Fire Station,1359907.6,0.3566,0.6434,,,,,,,
Engine 24,1400748000,Fire Station,36 Washington St,12600,Fire Station,1198955.6,0.2973,0.727,,,,,,,
INACTIVE - Bec Site Office,902478000,Other,2201 Washington St,14116,Other,Not Available,,,,,,,,,
CONLEY,1805700000,K-12 School,450 Poplar St.,25281,K-12 School,1018598.2,0.2138,0.7862,,,,,,,91
Franklin Park Ranger Stables,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,4500,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",89358.6,1,,,,,,,,
Franklin Park Trades Office,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,10000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,,,,,,,,,
Curley House,1902060000,Other,350 Jamaicaway,12163,Other,837540.7,0.675,0.9325,,,,,,,
BPD Backup Tower,2000676000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,10200,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",144685.7,1,,,,,,,,
Parkman House,501617000,Other,33 Beacon St,18000,Other,853768.8,0.4911,0.589,,,,,,,
CLAP,703154000,K-12 School,35 Harvest St.,29448,K-12 School,1107762.3,0.1656,0.8344,,,,,,,95
125 Magazine St,800495010,Office,125 Magazine St,8100,Office,430087.6,0.553,0.4497,,,,,,,69
Holden,200638000,K-12 School,8 Pearl St,11212,K-12 School,787952.5,0.799,,,0.921,,,,,72
Evergreen Cemetery Administration Building,2102444000,Office,2060 Commonwealth Ave,1800,Office,195869.8,0.592,,,0.948,,,,,59
Menino Community Center,1903432000,Other - Recreation,125 Brookway Rd,12000,Other - Recreation,819680.8,0.2186,0.7814,,,,,,,
Mason Pool,800504000,Other - Recreation,159 Norfolk Ave,13300,Other - Recreation,3924925.5,0.2352,0.7648,,,,,,,
Hyde Park Community Center,1809062000,Other - Recreation,1175 River St,40000,Other - Recreation,920318.8,1,,,,,,,,
Court Street,302860000,Office,26 Court Street,152532,Office,8004911.8,0.7295,0.275,,,,,,,80
Gallivan Community Center,1800113500,Other - Recreation,61 Woodruff Way,10400,Other - Recreation,1878662.2,0.3621,0.6379,,,,,,,
Flaherty Pool,1903209000,Other - Recreation,160 Florence St,15000,Other - Recreation,3699120.2,0.2242,0.7758,,,,,,,
Draper Pool,2010802000,Other - Recreation,5279 Washington St,12780,Other - Recreation,4018905.3,0.1568,0.8432,,,,,,,
Nazzaro Community Center,302342000,Other - Recreation,32 North Bennet St,28000,Other - Recreation,1743769.4,0.118,0.8982,,,,,,,
Curtis Hall Community Center,1901289000,Other - Recreation,20 S St,37995,Other - Recreation,4667063.1,0.2427,0.7573,,,,,,,
Central Kitchen ELC,1502003000,K-12 School,370 Columbia Road,44750,K-12 School,6249927.2,0.4589,0.5411,,,,,,,1
INACTIVE - Nike Bldg 2 (closed Oct 2015),107066000,Fire Station,Long Island Road,3000,Fire Station,Not Available,,,,,,,,,
South Boston Branch,603247000,Library,646 East Broadway,10800,Library,625975.2,0.285,0.715,,,,,,,
ABRAHAM LINCOLN,500746000,K-12 School,152 Arlington St.,80364,K-12 School,3119283.9,0.2155,0.7845,,,,,,,92
West End Branch,300656000,Library,151 Cambridge St,12562,Library,668399.3,0.3792,0.628,,,,,,,
CHANNING,1811999000,K-12 School,35 Sunnyside St.,32582,K-12 School,1448498,0.182,0.8198,,,,,,,89
CHITTICK,1803703000,K-12 School,154 Ruskindale Rd.,48697,K-12 School,1936071,0.1373,0.8627,,,,,,,95
Curley Community Center,702442000,Other - Recreation,1663 Columbia Rd,47520,Other - Recreation,5759697,0.289,0.7911,,,,,,,
Orchard Gardens Community Center,802195010,Other - Recreation,2 Dearborn St,10500,Other - Recreation,493729.8,0.3196,0.684,,,,,,,
CARTER,901030020,K-12 School,396 Northampton St.,14435,K-12 School,1166699.3,1,,,,,,,,2
Paris Street Community Center,105850000,Other - Recreation,112 Paris St,26704,Other - Recreation,4411834.7,0.2756,0.7244,,,,,,,
Engine 05,107039000,Fire Station,360 Saratoga St,10080,Fire Station,878210.9,0.491,0.59,,,,,,,
BRADLEY,102342000,K-12 School,110 Beachview Rd.,33128,K-12 School,1882188.6,0.257,0.7943,,,,,,,73
Fairview Cemetery Administration Building,1812269085,Office,45 Fairview Ave,2400,Office,404207.9,0.2547,,,0.7453,,,,,10
ADAMS,104558000,K-12 School,165 Webster St.,41336,K-12 School,1978805.1,0.1156,0.8844,,,,,,,90
Mount Hope Cemetery Administration Building,1806135000,Office,355 Walk Hill St,2400,Office,754999.2,0.729,,,0.9271,,,,,2
Engine 04,300139000,Fire Station,200 Cambridge St,18150,Fire Station,1304081.4,0.3156,0.6844,,,,,,,
BRIGHTON HS,2101837000,K-12 School,25 Warren St.,216213,K-12 School,12934891.3,0.1564,0.8436,,,,,,,74
Engine 03,801129000,Fire Station,618 Harrison Ave,6000,Fire Station,672468.5,0.2923,0.777,,,,,,,
Mount Hope Cemetery Maintenance Building,1806135000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",355 Walk Hill St,2000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",32234.9,1,,,,,,,,
Engine 02,602362000,Fire Station,700 East Fourth St,14040,Fire Station,1498973.5,0.1892,0.818,,,,,,,
INACTIVE - BURKE HS (OLD),1400737000,K-12 School,60 Washington St.,202304,K-12 School,Not Available,,,,,,,,,
Vine Street Community Center,802700000,Other - Recreation,339 Dudley St,25000,Other - Recreation,1728603.6,0.7732,0.2268,,,,,,,
Tobin Community Center,1000010000,Other - Recreation,1481 Tremont St,50000,Other - Recreation,3513373.6,0.2443,0.7557,,,,,,,
Thomas Johnson Community Center,402043000,Other - Recreation,68 Annunciation Rd,39600,Other - Recreation,1103367.8,0.2953,0.747,,,,,,,
Veronica Smith Senior Center,2205513000,Other,20 Chestnut Hill Ave,13100,Other,669756.6,0.1476,0.8524,,,,,,,
Shelburne Community Center,2101991000,Other - Recreation,2730 Washington St,25292,Other - Recreation,4003333.8,0.252,0.7948,,,,,,,
B-03 Station,1404623000,Police Station,1163 Blue Hill Ave,15000,Police Station,2564310.7,0.417,0.5893,,,,,,,
Campbell Resource Center,1503107000,K-12 School,1216 Dorchester Ave.,97349,K-12 School,7215283.6,0.5382,0.4618,,,,,,,17
McArdle Bridge Tender House,105935000,Other - Public Services,500 Meridian St,1300,Other - Public Services,614802.1,0.576,,,0.4294,,,,,
Northern Ave Bridge Tender House,not on land,Other - Public Services,5 NORTHERN AV,2000,Other - Public Services,70938.9,1,,,,,,,,
Animal Control Shelter,1902894000,Other,26 Mahler Rd,10000,Other,2468724.1,0.188,0.812,,,,,,,
E-18 Station,1809107000,Police Station,1249 Hyde Park Ave,23400,Police Station,2351112,0.2637,0.7363,,,,,,,
E-05 Station,2005719000,Police Station,1708 Centrer St,14290,Police Station,2607859.1,0.3676,0.6324,,,,,,,
D-14 Station,2202387000,Police Station,301 Washington St,13858,Police Station,2477169.4,0.2799,0.721,,,,,,,
Central Supply,1809445000,Police Station,1555 Hyde Park Ave,31000,Police Station,15312261.9,0.662,0.9338,,,,,,,
C-11 Station,1600673000,Police Station,40 Gibson St,15339,Police Station,2408494.5,0.5163,0.4837,,,,,,,
INACTIVE - Area B (closed 9/2012),1201180000,Police Station,135 Dudley St,20414,Police Station,Not Available,,,,,,,,,
Anti Corruption,801948000,Police Station,1960 Washington St,4200,Police Station,175684,0.6951,0.349,,,,,,,
Harbor Patrol,602674200,Police Station,Drydock  /  Summer St,2100,Police Station,379711.3,1,,,,,,,,
Academy Training,1810341000,Police Station,85 Williams Ave,59500,Police Station,3500976.2,0.1769,,,0.8231,,,,,
BALDWIN,2102045000,K-12 School,121 Corey Road,27777,K-12 School,1158373,0.1519,0.8481,,,,,,,93
A-15 Station,202644020,Police Station,20 Vine St,20000,Police Station,2166716.9,0.4139,0.5861,,,,,,,
Jamaica Plain Branch,1901289000,Library,12 Sedgewick St,9952,Library,859047.7,1,,,,,,,,
A-07 Station,105699000,Police Station,69 Paris St,16194,Police Station,1760522.3,0.4443,0.5557,,,,,,,
20 City Hall Ave,302865000,Office,20 City Hall Ave,7260,Office,666447.2,0.183,,0.8197,,,,,,60
Lower Mills Branch,1704075000,Library,23 Richmond St,9940,Library,1123049.7,0.3287,0.6713,,,,,,,
Mattapan Branch,1800918010,Library,1350 Blue Hill Ave,21000,Library,3059000.2,0.3517,0.6483,,,,,,,
ARTS ACADEMY,504189000,K-12 School,174 Ipswich St.,129800,K-12 School,Not Available,,,,,,,,,
INACTIVE - Long Island Firing Range,107066000,Police Station,Long Island Road,1000,Police Station,Not Available,,,,,,,,,
Pistol Range,107066000,Police Station,86 Moon Island Rd,2000,Police Station,448765.9,1,,,,,,,,
Stables,1902622000,Police Station,165 Allandale St,3440,Police Station,868562.2,0.14,,,0.8996,,,,,
Copley Branch (Johnson / McKim),401052000,Library,700 Bolyston Street,930000,Library,62457443.9,0.4578,,0.5422,,,,,,
Connolly Branch,1902177000,Library,433 Centre St,9240,Library,184883.1,0.9941,0.59,,,,,,,
DEARBORN,1200039000,K-12 School,35 Geenville St.,112128,K-12 School,5511777.4,0.4896,0.514,,,,,,,59
City Hall,302615000,Office,One City Hall Square,511000,Office,54581581.4,0.7598,,0.242,,,,,,26
AGASSIZ,1103019000,K-12 School,20 Child St.,115400,K-12 School,5628904.2,0.5342,0.4658,,,,,,,56
CURLEY MARY E,1902069000,K-12 School,493 Centre St.,122183,K-12 School,4787418.5,0.164,0.8396,,,,,,,94
INACTIVE - East Boston Branch,105935000,Library,276 Meridian St,9720,Library,Not Available,,,,,,,,,
Egleston Branch,1101624000,Library,2044 Columbus Ave,6000,Library,486064.4,0.9977,0.23,,,,,,,
Fields Corner Branch,1600633000,Library,1520 Dorcheter Ave,8410,Library,519997.6,1,,,,,,,,
INACTIVE - Grove Hall Branch (closed 12/2015 - now co-located w/ Burke HS,1202570000,Library,5 Crawford St,8103,Library,Not Available,,,,,,,,,
INACTIVE - Washington Street Bus Lot,801946000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000 Washington St,153912,"Parking, Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,,,,,,,,,
Codman Square Branch,1704771000,Library,690 Washington St,20000,Library,1300834.1,0.4698,0.532,,,,,,,
Charlestown Branch,200449000,Library,179 Main St,15831,Library,922179,0.481,0.5199,,,,,,,
Hyde Park Branch,1808971000,Library,35 Harvard Ave,30000,Library,865679.8,1,,,,,,,,
Adams Street Branch,1603518001,Library,690 Adams St,7189,Library,Not Available,,,,,,,,,
Stress Unit,1800113100,Police Station,249 River St,3115,Police Station,220394.4,0.163,0.8397,,,,,,,
INACTIVE - Station 06,601606000,Police Station,273 D St,18084,Police Station,Not Available,,,,,,,,,
C-6 Station,600117000,Police Station,99 WEST BROADWAY,15000,Police Station,2796966.9,0.3697,0.633,,,,,,,
East Boston Stadium,104164006,Other,143 Porter St,112500,Other,1226195.3,0.5334,,,0.4666,,,,,
Fens Stadium,504175000,Other,Parkdrath St Fld,1000,Other,111470.9,1,,,,,,,,
North End Branch,302365000,Library,25 Parmenter St,7600,Library,678982.6,0.324,0.676,,,,,,,
Engine 53,1806649000,Fire Station,945 Canterbury St,18644,Fire Station,1703997.8,0.2798,0.722,,,,,,,
1010 Massachusetts Ave,801023000,Office,1010 Massachusetts Ave,195000,Office,8847187.8,0.8456,0.1544,,,,,,,83
95 Magazine St,800487000,Other,95 Magazine St,5150,Other,872888.7,0.126,0.8974,,,,,,,
Engine 52,1404362000,Fire Station,975 Blue Hill Ave,7760,Fire Station,1774814.5,0.2718,0.7282,,,,,,,
Engine 51,2203358000,Fire Station,425 Faneuil St,8550,Fire Station,1041017,0.227,0.7793,,,,,,,
INACTIVE - 65 East Cottage St (closed 9/2014),703644000,Non-Refrigerated Warehouse,65 East Cottage St,120238,Non-Refrigerated Warehouse,Not Available,,,,,,,,,
Engine 50,203321000,Fire Station,34 Winthrop St,12000,Fire Station,820913.4,0.3783,0.6217,,,,,,,
District 7 Yard,1600672000,Other,58 Gibson St,10875,Other,359571.9,0.5247,0.4753,,,,,,,
Engine 49,1809746000,Fire Station,209 Neponset Valley Parkway,6750,Fire Station,552021.2,0.2753,0.7247,,,,,,,
Engine 39,601410000,Fire Station,272 D Street,15640,Fire Station,1719828.2,0.2588,0.7412,,,,,,,
INACTIVE - 719 Washington Street - DND no EUI reporting,1701741000,Other,719 Washington Street,1428,Other,Not Available,,,,,,,,,
39 North Bennet Street,302292000,Other - Education,39 North Bennet Street,30000,Other - Education,608530.2,1,,,,,,,,
BEETHOVEN,2003045000,K-12 School,5125 Washington St.,37452,K-12 School,2197547.7,0.182,0.8198,,,,,,,73
District 4 Yard,2200561000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",315 WESTERN AV,3048,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",460309,0.3267,,,0.6733,,,,,
Engine 37,402030000,Fire Station,560 Huntington Ave,15824,Fire Station,1456420.4,0.211,0.7989,,,,,,,
Engine 33,503064000,Fire Station,941 Boylston St,11580,Fire Station,1412489.2,0.3694,0.636,,,,,,,
INACTIVE - Engine 42 (Demolished Oct 2019),1100946001,Fire Station,1870 Columbus Ave,10384,Fire Station,Not Available,,,,,,,,,
District 6 Yard,2009010000,Other,315 Gardner St,3000,Other,361219.9,1,,,,,,,,
BATES,1805161000,K-12 School,426 Beech St.,27936,K-12 School,1479411.3,0.1136,0.8864,,,,,,,85
Fire Alarm,504175006,Fire Station,59 Fenway,13040,Fire Station,3729408.2,0.4249,0.5751,,,,,,,
BARRON,1806609000,K-12 School,515 Hyde Park Ave.,14700,K-12 School,1227558.8,0.464,0.5396,,,,,,,14
Deer Park,500812000,Other,Boylston  /  Tremont St,1125,Other,206473.6,0.2739,0.7261,,,,,,,
Orient Heights Branch,104382000,Library,18 Barnes Ave,10000,Library,531916.4,0.281,,,,,,,,
Parker Hill Branch,1000010005,Library,1497 Tremont St,9136,Library,909368.5,0.392,0.968,,,,,,,
Roslindale Branch,1904221000,Library,4246 Washington St,13600,Library,Not Available,,,,,,,,,
Back Bay Maintenance,401994000,Other,440 Park Dr,10822,Other,489976.6,0.1823,0.8177,,,,,,,
Training Academy / Fire Academy,107066000,Fire Station,200 Moon Island,7007,Fire Station,865359.9,0.427,,,0.5793,,,,,
Engine 56,101681000,Fire Station,1 Ashley St,6844,Fire Station,1051801.5,0.219,0.7981,,,,,,,
INACTIVE - Storage (Demolished Early 2018),602674245,Fire Station,302 Northern Ave,5000,Fire Station,Not Available,,,,,,,,,
West Roxbury Branch,2006569000,Library,1961 Centre St,23193,Library,1571955.1,0.296,0.794,,,,,,,
Marine Unit,303040000,Fire Station,50 Battery St,2000,Fire Station,495362.8,1,,,,,,,,
Central Maintenance Facility,801024040,Other,400 Frontage Rd,422000,Other,29410171.1,0.3584,0.6416,,,,,,,
