Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
233 Bay State Road,2100356000,College/University,233 Bay State Road,19300,College/University,1662084.5,0.470555231,0.489008712,,,,,,,
234 Berkeley Street,501295000,Retail Store,463 Boylston Street,44000,Retail Store,5617558,0.500330829,0.456674395,,,,,,,6
234 DAVISON,1804470000,Multifamily Housing,101 Davison St.,30600,Multifamily Housing,1042016.1,0.920867375,,,,,,,,86
235 WASHINGTON STREET,2101840000,Multifamily Housing,91-95 Washington St.,39204,Multifamily Housing,8175486.5,0.125447848,0.86377207,,,,,,,2
236 WEST NINTH STREET,700386000,Multifamily Housing,195 West Ninth St.,73000,Multifamily Housing,7295595.7,0.146744786,0.840645035,,,,,,,21
237 J.J. CARROLL,2102552000,Multifamily Housing,130 Chestnut Hill Ave,54100,Multifamily Housing,6915014.1,0.122777614,0.866671798,,,,,,,6
238 MEADE APARTMENTS,1700958000,Multifamily Housing,5 Melville Ave,29984,Multifamily Housing,3823328.6,0.169152286,0.816311996,,,,,,,5
240 MLK TOWERS,1201140000,Multifamily Housing,280 MLK Jr. Blvd,95200,Multifamily Housing,8708635.8,0.19186275,0.791649985,,,,,,,34
241 EVA WHITE (CASTLE SQ),500478004,Multifamily Housing,440 Tremont St.,104748,Multifamily Housing,7373305.3,0.257234046,0.720661167,,,,,,,51
241 St. Botolph,402281000,College/University,241 St. Botolph Street,60000,College/University,4040175.9,0.330279893,0.641338265,,,,,,,
242 WALNUT PARK,1101630000,Multifamily Housing,1990 Columbus Ave.,121640,Multifamily Housing,10460947.4,0.585864573,0.363790521,,,,,,,9
244 FREDERICK DOUGLAS,402595000,Multifamily Housing,755 Tremont St.,55472,Multifamily Housing,4672003.9,0.721989907,0.215967542,,,,,,,3
245 AMORY STREET,1101208000,Multifamily Housing,125 Amory St.,156000,Multifamily Housing,11696639.2,,0.337009335,,,,,,,17
247 GENERAL WARREN,203861000,Multifamily Housing,114 Rutherford Ave.,88600,Multifamily Housing,4277397.1,0.473011695,0.486341144,,,,,,,66
249 A Street,602752000,Multifamily Housing,249 A Street,72000,Multifamily Housing,3532887.1,0.168767522,,,,,,,,87
249 TORRE UNIDAD,900095000,Multifamily Housing,80 West Dedham St.,128250,Multifamily Housing,10932618.1,0.662837954,0.280202635,,,,,,,
25 Buick Street,2100400000,Office,25 Buick Street,96215,"Office, Parking",11785874.1,0.459794357,0.500694285,,,,,,,38
25 Channel Center Condominium Trust,602751100,Multifamily Housing,25 Channel Center,60000,Multifamily Housing,4618429.2,0.422298417,0.541412327,,,,,,,32
25 James O'Neil S,700540130,Multifamily Housing,25 James O'Neil St,61678,Multifamily Housing,3437253.6,0.237896844,0.741660086,,,,,,,95
25 New Chardon Street (207),302622000,Office,25 New Chardon Street,111338,"Office, Parking",11257301.1,0.382366735,0.584775493,,,,,,,45
25 Park Drive,504238000,Multifamily Housing,25 Park Drive,26150,Multifamily Housing,621410.5,0.920867526,,,,,,,,97
250 Beacon Condominium Association,502633000,Other - Lodging/Residential,250 Beacon Street ,40671,Other - Lodging/Residential,3532645.1,0.042504422,0.953843085,,,,,,,
250 ROCKLAND TOWERS,2011609000,Multifamily Housing,5300 Washington St.,47460,Multifamily Housing,3059870.5,0.805855246,0.124895416,,,,,,,
250 Summer Street,0602701002 0602701001,Office,250 Summer Street,104728,Office,4939643.3,0.810938664,0.119375199,,,,,,,84
251 Causeway - Ste# 700490,301510000,Office, 251 Causeway Street,150097,"Medical Office, Office",8715057.6,0.869662646,0.055604911,,,,,,,76
251 CODMAN,1704614000,Multifamily Housing,784 Washington St.,64230,Multifamily Housing,9868408.5,0.209485229,0.772513157,,,,,,,
252 HERITAGE,105398000,Multifamily Housing,209 Sumner St.,278674,Multifamily Housing,16866858.4,0.415433523,0.548867174,,,,,,,55
253 ST. BOTOLPH,400975000,Multifamily Housing,70 St. Botolph St.,90944,Multifamily Housing,6202659.4,0.674897781,0.267106477,,,,,,,24
253 Summer/27 Melcher,0601163005 0601163015 0601163025 0601164005,Office,253 summer st,216012,"Office, Restaurant",17888538.4,0.524959881,0.429928926,,,,,,,60
254 PASCIUCCO,1502943000,Multifamily Housing,330 Bowdoin St.,64830,Multifamily Housing,7076809.5,0.262636758,0.71479416,,,,,,,
255 St. Botolph Street SLPC,402281000,College/University,255 St. Botolph Street,135000,College/University,11820857.1,0.455141758,0.505746711,,,,,,,
255-The Envoy Hotel,602640010,Hotel,70 Sleeper Street,83701,Hotel,9704198.1,0.467370374,0.492467255,,,,,,,41
257 LOWER MILLS,1703554000,Multifamily Housing,2262 Dorchester Ave.,110110,Multifamily Housing,9374842.4,0.211518706,0.770304917,,,,,,,68
25833-Brighton/Lincoln ST,2200972000,Self-Storage Facility,156 Lincoln St,113000,Self-Storage Facility,1114708.3,0.728136941,0.209292422,,,,,,,
26 West Broadway (Whole Building): 26 West Broadway (Whole Building),600026000,Multifamily Housing,26 West Broadway,30303,Multifamily Housing,2399189.5,0.639907665,0.305103411,,,,,,,5
26 West Street,304840000,Office,26 30 West Street,57593,"Office, Vocational School",2656072.7,0.708203385,0.230938784,,,,,,,
260 Franklin Street,304023000,Office,260 Franklin Street,372562,"Data Center, Office, Parking",23119095.8,0.920867417,,,,,,,,71
261 AUSONIA HOMES,303560000,Multifamily Housing,185 Fulton St.,97300,Multifamily Housing,6134641,0.256945825,0.720974153,,,,,,,68
262 HASSAN,1801546000,Multifamily Housing,705 River St.,60440,Multifamily Housing,5137342.9,0.920867416,,,,,,,,
263 / 259 Summer,602702000,Office,263 Summer Street,64564,Office,7144167.6,0.706663334,0.232611228,,,,,,,37
264-270 Bay State Road,2100360000,Office,264-270 Bay State Road,65016,Office,8512817,0.106911533,0.883901251,,,,,,,55
264-270 Comm Ave,503192000,College/University,262-270 Comm Ave,60170,College/University,Not Available,,,,,,,,,
265 Franklin Street,304035000,Office,265 Franklin Street,364493,"Data Center, Office, Parking",20776325.3,0.753172837,,0.182105023,,,,,,76
26570 - Boston Commons 19,304870408,Movie Theater,175 Tremont Street,113000,Movie Theater,9477103.5,0.920867408,,,,,,,,
266 Summer Street,602701000,Office,266 Summer Street,45673,"Office, Parking",2860971,0.811288438,0.118995404,,,,,,,81
27 Drydock: 27 Dry Dock Avenue,602674014,Office,27 Dry Dock Avenue,281600,Office,23758268.3,0.471268664,0.488233964,,,,,,,56
27 School Street,302864000,Office,27 School Street,56742,Office,3248404.7,0.698441969,,0.241539055,,,,,,70
270 SPRING STREET,2008899005,Multifamily Housing,23 Spring St.,76800,Multifamily Housing,2973340.1,0.920867381,,,,,,,,62
27016-Mattapan(Hydepk)/River St,1804365000,Self-Storage Facility,800 River Street,50700,Self-Storage Facility,964708.2,0.356534336,0.612827796,,,,,,,
271 PATRICIA WHITE,2102001000,Multifamily Housing,20 Washington St.,271704,Multifamily Housing,15020394.3,0.271847761,0.704791645,,,,,,,73
272 ROSLYN,1805623000,Multifamily Housing,1 Cliffmont St.,130920,Multifamily Housing,9655135.6,0.236920265,0.742720548,,,,,,,53
273-277 Babcock Street,2100402000,Residence Hall/Dormitory,273-277 Babcock Street,451494,Residence Hall/Dormitory,50507088.8,0.265121198,0.712096234,,,,,,,36
274 Summer Street,602699000,Office,274 Summer St,68201,"Office, Restaurant",4838576.3,0.920867398,,,,,,,,59
277 BELLFLOWER,703210000,Multifamily Housing,24 Bellflower St.,85000,Multifamily Housing,4801444.1,0.289176648,0.685973622,,,,,,,83
278-286 Babcock Street,2100479000,Parking,278-286 Babcock Street,67992,Parking,935257.8,0.92086725,,,,,,,,
28 Quint Avenue Condominium,2100921000,Multifamily Housing,28 Quint Avenue,24830,Multifamily Housing,1996018.2,0.028713462,0.968819122,,,,,,,
28 State Street,303694000,Office,28 State Street,656894,"Bank Branch, Data Center, Office, Parking, Restaurant",45195144.5,0.920867416,,,,,,,,73
28 Travis,2200254000,Office,28 Travis St,43190,Office,Not Available,,,,,,,,,
280 Comm Ave,503187000,Multifamily Housing,280 Commonwealth Avenue,47810,Multifamily Housing,1527299.9,0.920867534,,,,,,,,76
280 Summer Street,602698000,Office,280,138350,Office,7660376.3,0.531100256,,,,,,,,
281 Summer Street,02704000 02703000,Office,273-281 Summer Street,168408,Office,8619367,0.920867428,,,,,,,,66
283 PEABODY SQUARE,1601530000,Multifamily Housing,1875 Dorchester Ave,73200,Multifamily Housing,4709381.4,0.399355288,0.566327034,,,,,,,
"285 Babcock, Case Center",2100402000,Indoor Arena,"285 Babcock, Case Center",131857,Indoor Arena,32770434.6,0.408615267,0.556271338,,,,,,,
285 Columbus Ave LLC,400548010,Multifamily Housing,285 Columbus Primary CNDO,100000,Multifamily Housing,4360982.8,0.626818071,0.319317792,,,,,,,71
290 JOSEPH C. MALONE,1811091000,Multifamily Housing,11 Gordon Ave,82800,Multifamily Housing,7828850.8,0.152862919,0.834001154,,,,,,,32
29187-Boston / Southampton Street,700074020,Self-Storage Facility,290 Southampton Street,73400,Self-Storage Facility,1592986.6,0.359208769,0.609923524,,,,,,,
294 Washington Street,303907000,Office,294 Washington Street,225294,"Fast Food Restaurant, Office",14900500.5,0.511360509,0.039792267,0.404904647,,,,,,84
295 COMMONWEALTH ELDERLY,2101848000,Multifamily Housing,"2-4,6-8 Fidelis Way",71938,Multifamily Housing,4071704.8,0.318517106,0.65411186,,,,,,,
298 HAMPTON HOUSE,900890000,Multifamily Housing,155 Northhampton St.,55472,Multifamily Housing,4461789,0.6909896,0.249631841,,,,,,,6
299 WASHINGTON MANOR,900650000,Multifamily Housing,1701 Washington St.,55472,Multifamily Housing,5078811.3,0.661462034,0.281696802,,,,,,,2
3/15 Lorraine Terrace,2101822000,Multifamily Housing,3/15 Lorraine Terrace,28116,Multifamily Housing,2169565.5,0.492557171,0.465116172,,,,,,,50
30 Dalton,401323010,Multifamily Housing,30 Dalton Street,260000,"Food Sales, Multifamily Housing, Parking",11741347.6,0.593665157,0.355319614,,,,,,,77
30 Fairlawn,1801935000,Multifamily Housing,15 Bismark Street,19200,Multifamily Housing,1486255,0.082618731,,,,,,,,
30 Federal Street,304671000,Office,30 Federal Street,50000,Office,2286981,0.590521618,0.358733238,,,,,,,77
30 Northampton Street,801750000,Other,30 Northampton St,60460,"Other, Parking",1918524.9,0.27878849,0.697254542,,,,,,,
"300 A Street, LLC",01166-060,Office,300 A Street ,11683,Office,8911199.9,,1,,,,,,,32
300 Babcock Street,2100412001,College/University,300 Babcock Street,88000,College/University,6253462.7,0.272272768,0.704330115,,,,,,,
300 CENTRAL OFFICE,304555000,Office,52 Chauncy St.,79056,Office,4028390.5,0.752933905,0.18236452,,,,,,,69
303 Congress St.,602691000,Office,303 Congress Street,71898,Office,1514566.3,0.920867336,,,,,,,,
30-38 Cummington Street,2100287000,Laboratory,30-38 Cummington Street,36563,Laboratory,10372969.6,0.320081443,0.652413114,,,,,,,
31 Hemenway Street,401763000,College/University,31 Hemenway Street ,38783,College/University,Not Available,,,,,,,,,
311 Summer St,602763010,Office,311 Summer St,57865,Office,4271147.8,0.613420542,0.333866601,,,,,,,58
313 Congress Street,602692000,Office,313 Congress Street,72912,Office,4612171,0.711899914,0.226924652,,,,,,,71
3-15 Alaska St,1200420000,Multifamily Housing,3-15 Alaska St,42548,Multifamily Housing,2652007.1,0.041142674,0.955321764,,,,,,,92
315 on A - 24305,602761030,Multifamily Housing,315 A Street,207496,"Multifamily Housing, Parking",13608952.2,0.486039878,0.464811699,,,,,,21155.1,49
319A,602761100,Multifamily Housing,319 A Street,48337,"Multifamily Housing, Retail Store",Not Available,,,,,,,,,
320 Summer Street,02689-000,Office,320 Summer Street,115331,Office,9362471.4,0.612369801,0.335007646,,,,,,,62
321 Summer Street,602764000,Office,321 Summer Street,91482,"Office, Parking",4644568.4,0.309541669,0.663858605,,,,,,,91
32-38 Bromfield Street,304761000,Office,32-38 Bromfield Street,41818,Office,3574132.4,0.097749942,0.134441438,0.759408689,,,,,,64
33 Arch Street,304643020,Office,33 Arch Street,648403,"Office, Parking",37526976.8,0.92086741,,,,,,,,76
33 Broad Street,303840000,Office,33 Broad Street,40933,"Food Service, Office, Self-Storage Facility",4784443.2,0.186941533,0.796994079,,,,,,,41
33 Gainsborough Street,402282000,College/University,33 Gainsborough Street,54000,College/University,5713501.8,0.140750392,0.847154559,,,,,,,
33 Harry Agganis Way,2100401000,Residence Hall/Dormitory,33 Harry Agganis,399578,Residence Hall/Dormitory,48981743.3,0.306303454,0.667375079,,,,,,,42
33/41 Farnsworth Street,602660010,Office,33/41 Farnsworth Street,94381,Office,7857427.6,0.555683825,0.396564799,,,,,,,63
330 Beacon Street,503289000,Multifamily Housing,330 Beacon Street,138000,Multifamily Housing,7910635.6,0.307837679,0.665709011,,,,,,,76
330 Congress Street,602668000,Office,330 Congress Street,36394,"Convenience Store without Gas Station, Office",1972161.7,0.806241355,0.124476152,,,,,,,75
332 Congress Street,602667000,Office,332 Congress Street,36192,Office,2112674.2,0.920867392,,,,,,,,77
333 Longwood,401855000,Parking,333 Longwood Ave ,89787,"Medical Office, Parking",8389514.5,0.920867431,,,,,,,,
333 Summer,"602765015, 0602765030",Office,333 Summer Street,117801,Office,5202131,0.91056503,0.011187723,,,,,,,81
333 Washington Condo Trust,304721000,Other - Mall,333 Washington Street,143954,Other - Mall,5419884.7,0.757962639,0.176903579,,,,,,,
337 Huntington Avenue,401679000,College/University,337 Huntington Avenue,50023,College/University,3686447.8,0.053243868,0.942180736,,,,,,,
33751-Boston Marriott Long Wharf,303020000,Hotel,296 State Street,350000,Hotel,28052162.3,0.617690676,0.329229519,,,,,,,69
33787-Boston Copley Marriott,400985100,Hotel,110 Huntington Ave,863000,Hotel,73138215,0.529424941,0.063958355,0.361121812,,,,,,64
34 Farnsworth,602663010,Office,34 Farnsworth Street,25000,Office,2397841.9,0.42400705,0.539556882,,,,,,,66
343 Congress,602694000,Office,343 Congress Street,111535,"Office, Restaurant",13395910.2,0.821122148,0.108316641,,,,,,,17
347 Congress Street,602695000,Office,347 Congress Street,91520,Office,8714533.5,0.70613241,0.233187755,,,,,,,63
349 Washington,304729000,Retail Store,363 349 Washington Street,18047,Retail Store,107467,0.920868226,,,,,,,,100
35 Channel Center Condominium Trust,602751300,Multifamily Housing,35 Channel Center,60000,Multifamily Housing,2558350.3,0.656230575,0.287377729,,,,,,,66
3-5 Cummington Street (616-620 Comm. Ave.),2100350000,Laboratory,3-5 Cummington Street (616-620 Comm. Ave.),149118,Laboratory,24587500,0.449546102,0.511823211,,,,,,,
350 Washington Street,304630010,Retail Store,350 Washington Street,200784,"Fitness Center/Health Club/Gym, Retail Store",11835629.1,0.696609202,,0.243529303,,,,,,45
3588-Allston,2100475000,Supermarket/Grocery Store,1065 Commonwealth Ave,64485,Supermarket/Grocery Store,19279195.5,0.631603621,0.314121007,,,,,,,44
360 Newbury Condo Trust2,503045010,Multifamily Housing,360 Newbury Street 4th floor,125000,Multifamily Housing,6444555.5,0.608999091,0.338667997,,,,,,,49
36-44 Quint Ave,2100917000,Multifamily Housing,36-44 Quint Ave,51784,Multifamily Housing,3575937.1,0.23296521,0.747015461,,,,,,,59
36-46 Orkney Road Condominium,2102405000,Multifamily Housing,36-46 Orkney Road,48000,Multifamily Housing,633402,0.078946593,0.914269295,,,,,,,100
371 Smiley Dorchester LLC,0700014-000,Office,371-385 Dorchester Ave,199000,"Office, Parking",1504345,0.454609133,0.506325012,,,,,,,
374 Congress,602646010,Office,374 Congress Street,95855,"Office, Restaurant",10173369.3,0.263444372,0.713917139,,,,,,,68
38 Chauncy Street,304557000,Office,38 Chauncy Street,139733,Office,6456671.7,0.655494284,0.288177328,,,,,,,84
38 Hemenway,401395000,Multifamily Housing,38 Hemenway Street,35100,Multifamily Housing,3468902.2,0.117007249,0.872938015,,,,,,,72
38 Newbury Street,501241000,Retail Store,38 Newbury Street,45762,"Office, Retail Store, Self-Storage Facility",2562430.8,0.400159986,,0.56545328,,,,,,83
380 Stuart Street,401131000,Office,380 Stuart Street,149000,Office,2622822.6,0.920451319,,0.000451803,,,,,,99
381 Congress Street,602687000,Multifamily Housing,381 Congress St.,44010,"Multifamily Housing, Restaurant",4360278.7,0.578753203,0.371512972,,,,,,,1
384 WARREN STREET,1200967000,Other - Education,384 WARREN STREET,33750,Other - Education,492699.7,0.920867384,0,,,,,,,
38-46 Summer Street,0304593000 0304594000 0304598000,Office,40 Summer Street ,40398,Office,2315122,0.708005127,0.231154039,,,,,,,53
39 North Bennet Street,302292000,Other - Education,39 North Bennet Street,30000,Other - Education,946522.9,0.920867546,,,,,,,,
4 Bismarck,1801980000,Multifamily Housing,15 Bismark Street,14400,Multifamily Housing,1251423.6,0.210284566,,,,,,,,
40 Berkeley Street,500865000,Hotel,40 Berkeley St,67624,Hotel,3409608.1,0.872150355,0.052903441,,,,,,,57
40 Boylston Street Apartments,304894000,Multifamily Housing,40 Boylston Street,45146,Multifamily Housing,1796486295,0.000901912,,0.999020584,,,,,,1
40 Broad St.,303824000,Office,40 Broad St.,309915,"Office, Restaurant",17379655.7,0.708694435,,0.230405571,,,,,,83
40 Court Street,302855000,Office,40 Court Street,107216,Office,10518970.6,0.329347218,0.263706365,0.378644741,,,,,,52
40 Fairlawn,1801935000,Multifamily Housing,15 Bismark Street,50000,Multifamily Housing,2811855.9,0.198062298,,,,,,,,85
40-48 Buswell Street,2100235000,Residence Hall/Dormitory,40-48 Buswell Street,58302,Residence Hall/Dormitory,4860903.9,0.086670497,0.905881702,,,,,,,86
416 Marlborough Street Condominium Trust,503596000,Multifamily Housing,41 6 Marlborough Street,78100,Multifamily Housing,4987290.9,0.610321683,0.337231742,,,,,,,31
42/38 Everett Street,2201872000,Office,38 Everett Street,42911,Office,1869643.9,0.920867386,,,,,,,,70
420 Boylston Street aka 414-426 Boylston Street && 211 Berkeley Street,501157000,Office,420 Boylston Street,128641,Office,7317445.1,0.517189618,0.438366883,,,,,,,76
420 Rutherford Ave,202162070,Self-Storage Facility,420 Rutherford Ave,42963,Self-Storage Facility,946029.4,0.107930656,0.882794446,,,,,,,
42-44 Cummington Street,2100287000,Laboratory,42-44 Cummington Street,96500,Laboratory,28751600,0.445986058,0.515689179,,,,,,,
425 Medford Street,0201799000  0201798000,Distribution Center,425 Medford Street,186818,"Distribution Center, Parking",5620309.7,0.464251655,0.495853956,,,,,,,75
